id	filename	md5	size	state
1e7aa34e-859c-4c21-bbb4-3f793f163873	nationwidechildrens.org_ssf.TCGA-52-7809.xml	f4a96037d168314d6031f8daab84d5b1	15793	released
f8ca25d1-35e0-4d7c-ada3-b01af248bab7	PHYLE_p_TCGA_189_193_Rec_SNP_N_GenomeWideSNP_6_E07_932594.nocnv_grch38.seg.v2.txt	22a89afedd7274bb5a0b7e7c86058101	30435	released
e6ab8eee-357c-4bca-ad86-d9fa0dc6788c	817c0e00-e7f9-44c1-97da-1d1a4bc97b0b.rna_seq.transcriptome.gdc_realn.bam	9eff83fc3fd97337597f612add9f7fcb	18373819577	released
b455decb-9f33-4e35-89b5-55b013d44087	TCGA-52-7809.83C514C4-6D90-4FF0-BDA1-5615AA769BBD.PDF	e78f2e9a07352a41c4af279519a6720d	764931	released
44959554-954a-43aa-aa22-1b2db64a790f	fd05ecb5-b9c5-4396-b0f3-82c67b2d70e3.rna_seq.augmented_star_gene_counts.tsv	4f0a452de0e2ab38e94159abb07a8a84	4263770	released
69fa8671-dbfc-4b4c-a55a-fc975fc426d0	TCGA-LUSC.f438c37d-0f92-4732-b5de-973948304457.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	b1dbc9c2d4c7a623f93e619a5a205197	3282379	released
2b9f4418-cab1-4c16-87e0-cce474b274ba	PHYLE_p_TCGA_189_193_Rec_SNP_N_GenomeWideSNP_6_E07_932594.grch38.seg.v2.txt	eb9c3a3077364f5499b11a469ead21ed	55716	released
bd1ba1fe-6e59-4a66-9509-2bfae50e7ca8	b8cbaa39-de46-46a7-a9ee-4a63d02c1081_wgs_gdc_realn.bam	b645a0cf902a7a5cb5eda4e8856ecf6b	307298019842	released
673dadaa-6439-4803-8f85-29351b9bc1a6	nationwidechildrens.org_clinical.TCGA-52-7809.xml	b2a9ab40a35e5debb267fc35d3afcbaf	34230	released
44046138-4ac5-408d-bb14-bf33b7db4b4b	PHYLE_p_TCGA_189_193_Rec_SNP_N_GenomeWideSNP_6_E07_932594.birdseed.data.txt	639687c91b00ca0e2816418a7a5ee383	20851967	released
e62ea867-ba09-4899-9a27-1d65f67081b3	30666313-cc29-4fce-8308-b04fb932083c_wxs_gdc_realn.bam	51a2a247b5744c4bfea62bab6884995f	27547652520	released
353435bc-4a75-49bc-9ab4-8b060b4eedb9	eb405136-4f26-4772-bafd-9136e630cd6d.mirbase21.mirnas.quantification.txt	2969230daa5d24c9caaf202ec1f0710f	50664	released
e4eff59f-987d-4fae-866d-8518123d75ea	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_D09_598664.nocnv_grch38.seg.v2.txt	56f918bea9af08e9388d22b50b76d981	4022	released
718c1ede-739f-469f-a485-2a86e1e5ee7a	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_E12_598514.birdseed.data.txt	838f54f25ab6dad2c3767b0e4137a141	20851919	released
f8b3c5ed-30fa-4e42-8b26-24b8e18f8e59	7c8d9363-de8a-4338-9109-1fbc9930cdae.wxs.pindel.raw_somatic_mutation.vcf.gz	bb0a1d851db4778357e2de2e17533f31	43148	released
